palabra_A,palabra_B,vector_inicial_hash,trayectoria,palabra_final_mas_cercana,distancia_geometrica,tipo_resultado
desbecerrados,ceñideros,9901dc9b,9901dc9b..e7d66c38,controlada,1.4968,nuevo_atractor
arque,padronesas,572b48f5,572b48f5..3f803f0b,retortijaremos,0.6181,nuevo_atractor
intuirias,pintonear,05d0ca4f,05d0ca4f..77aec2dd,perfundian,0.7168,nuevo_atractor
enristrases,mirificaremos,12ac6f29,12ac6f29..0f3e8807,discernais,0.5484,nuevo_atractor
ataviaren,enmugraramos,a7ec1238,a7ec1238..9210931e,entesares,0.8581,nuevo_atractor
embracilada,inmovilizando,d51c3173,d51c3173..94a52ab1,embarcaron,1.1630,nuevo_atractor
goncearais,desatracarais,e7192266,e7192266..0b687b7c,chismoseare,0.7174,nuevo_atractor
vaquera,prevalgamos,11723609,11723609..0a93c996,buscar,0.5491,nuevo_atractor
perfilariais,sobrecoge,c345d933,c345d933..1a332a94,cooptarian,1.6995,nuevo_atractor
desmaquillamos,desamartelaria,6a476159,6a476159..1a963667,valsando,1.6656,nuevo_atractor
listonares,desganchar,2fe6902c,2fe6902c..2c89df1e,secad,0.6042,nuevo_atractor
papadas,contorciera,62fb92c4,62fb92c4..c0d8c84e,devanares,0.8337,nuevo_atractor
interiorana,trasfloran,c8654299,c8654299..b868faa4,descapotes,1.9108,nuevo_atractor
desforzaramos,recatoneo,115c89df,115c89df..31a823ef,escobos,0.9864,nuevo_atractor
esfoyazas,descarbonataba,fe39643e,fe39643e..56c36d9b,barroquizantes,1.8774,nuevo_atractor
exageraria,salpullese,bf940910,bf940910..bb8a4368,pitorrea,1.0955,nuevo_atractor
intricaras,morcado,8118c1c2,8118c1c2..8775ae3a,cobrados,1.2790,nuevo_atractor
querellosa,desgargolaras,c19c5e04,c19c5e04..d95446ad,cecinareis,0.9631,nuevo_atractor
hibernarais,topetases,9869d567,9869d567..62f77e07,entolados,0.4537,nuevo_atractor
celebrabas,ranchasemos,8197403e,8197403e..0339c29e,niquelados,0.5250,nuevo_atractor
ensalmados,maulado,5fabdf3e,5fabdf3e..45709cbc,nasas,2.0507,nuevo_atractor
entigrecia,apercollariamos,a9232d30,a9232d30..382f6f1d,chismoseare,0.9919,nuevo_atractor
corvatos,guindeaba,52f7a55c,52f7a55c..c386da35,regularizaramos,0.4063,nuevo_atractor
servilletas,parase,e7a26802,e7a26802..d966cf0f,alebresteis,0.7190,nuevo_atractor
arrendasemos,culpantes,731832b1,731832b1..3a61ffeb,desentejabamos,1.1800,nuevo_atractor
jorobaren,sondabamos,bb3700b0,bb3700b0..c1679916,tiroteares,0.7455,nuevo_atractor
ocupares,diagnosticos,a63a6978,a63a6978..64601cba,deszocare,1.2747,nuevo_atractor
desenclavarias,gorgotee,1180b8cd,1180b8cd..3bbcca96,maridaste,1.8424,nuevo_atractor
retirarias,tasqueabas,1aa7ce19,1aa7ce19..df266183,sobrevivais,1.7599,nuevo_atractor
latrocino,desensebaban,50a6427c,50a6427c..a33b1b2d,rebutan,0.6869,nuevo_atractor
demorar,resegais,6fbb985c,6fbb985c..ac042883,encodillares,1.4131,nuevo_atractor
fuidizo,almadiare,fb8ede66,fb8ede66..6b8a3fac,regularizaramos,0.3998,nuevo_atractor
floras,solmenaran,a821593d,a821593d..0961913f,bombeada,1.0254,nuevo_atractor
intubarias,rehuso,45ffbcd5,45ffbcd5..22fc7160,enresmaste,1.1650,nuevo_atractor
empoltroneci,trenzaste,f8cfccae,f8cfccae..e5086250,controvirtio,1.3585,nuevo_atractor
guitoneando,layasteis,309b14db,309b14db..03d601b2,regularizaramos,0.4200,nuevo_atractor
escarneced,fumareis,80c59168,80c59168..76528652,taxaceos,0.8107,nuevo_atractor
ascondrijo,mesitas,01a02e60,01a02e60..1363c051,desvincula,0.9242,nuevo_atractor
divergia,jiquinicuiles,c1321b8b,c1321b8b..5b6f22a9,infartaren,1.2787,nuevo_atractor
desbornizabamos,enjergais,87e257d7,87e257d7..e5110909,escuadronare,1.0522,nuevo_atractor
vadeable,achachi,3d782d42,3d782d42..9e56b8b0,mujereabas,1.3219,nuevo_atractor
cristianego,isoquimenas,742de1f1,742de1f1..f6ee5790,biosferas,2.1753,nuevo_atractor
roeras,dañareis,0c4e6393,0c4e6393..c8889acd,alcoholizais,0.8808,nuevo_atractor
reprehenden,fuerzo,fae15c38,fae15c38..d61ef295,gencianaceo,0.9024,nuevo_atractor
frangibles,putrefacciones,a13ab681,a13ab681..2cd8e6fc,amordazaremos,1.2811,nuevo_atractor
boquin,desentendera,313c7f0f,313c7f0f..a8a91bf9,rochelees,1.0841,nuevo_atractor
exprimideros,caribeases,caf20f65,caf20f65..1eb677b3,bizqueado,1.1020,nuevo_atractor
enchivabas,pingaremos,c04a79f9,c04a79f9..73b59dee,enconreasen,0.7812,nuevo_atractor
engarberaras,mimbrando,41a2270d,41a2270d..8870e6f7,decelerabamos,0.6317,nuevo_atractor
prevalecereis,emulabais,7368536d,7368536d..00f09822,videograban,0.9280,nuevo_atractor
esfacelaron,mortaldad,6953545f,6953545f..289f2d94,desarbolaba,0.4967,nuevo_atractor
arrecie,crapuloso,9bfd8a17,9bfd8a17..f4a6c29c,desentejabamos,1.6388,nuevo_atractor
premunisteis,alcion,1d997e35,1d997e35..fa816845,sobrevivais,0.8901,nuevo_atractor
retardacion,aculeos,453c43aa,453c43aa..eb497a57,entrepechadas,1.0006,nuevo_atractor
hidrografo,corred,d2a0bcd5,d2a0bcd5..9acb3e75,contramallemos,1.0433,nuevo_atractor
abondase,tensarais,6cdebfff,6cdebfff..786231ee,enanzares,0.5944,nuevo_atractor
difumado,apirulasen,422b1e45,422b1e45..a60f38c8,retortijaremos,0.6124,nuevo_atractor
reclute,dotadoras,e492d95d,e492d95d..dfa35b0c,secad,0.4557,nuevo_atractor
pomposa,hebraicen,75b88788,75b88788..256c5425,currican,0.6375,nuevo_atractor
empiguelan,somatizaron,2e773c86,2e773c86..fd3d71f0,desazogad,0.6004,nuevo_atractor
gorgoriteares,esclarecereis,1df97728,1df97728..2d857a83,aplastante,1.1147,nuevo_atractor
lignifique,ahorcadura,f77c9fa8,f77c9fa8..3c43c63e,esquinzaren,0.9408,nuevo_atractor
clarifiqueis,deshierbabais,7ea4fade,7ea4fade..4a358925,mujereabas,1.9085,nuevo_atractor
estalinismos,peroraciones,fa637dd5,fa637dd5..b93909ca,concomiesen,1.6995,nuevo_atractor
emparrandaramos,ajironaramos,f8cbeb2d,f8cbeb2d..375a6c56,asabais,0.6357,nuevo_atractor
subintendencia,jimplaria,6e57ef7f,6e57ef7f..3f8349d6,chismoseare,1.0405,nuevo_atractor
zahoraria,asareasen,acf6d401,acf6d401..094df308,denigres,1.5825,nuevo_atractor
descalificais,agobiado,bdbbd6a6,bdbbd6a6..dd523c22,toalleros,1.2716,nuevo_atractor
repreguntasen,desformar,1094c495,1094c495..072765e2,supervino,0.9294,nuevo_atractor
cuchucheaba,reyariamos,e10318b5,e10318b5..c83e6f13,reburujaba,1.0121,nuevo_atractor
apertrechadas,habilindroso,eae751d8,eae751d8..459d56ae,acostando,1.1546,nuevo_atractor
enjebare,jaloneares,24f72255,24f72255..b01fcb1c,engruesas,0.5955,nuevo_atractor
lamparearan,pestañazo,408aa2f3,408aa2f3..921bea56,disformaba,1.4627,nuevo_atractor
chatearen,dormid,1b89671a,1b89671a..667ea8e4,tonteares,1.0145,nuevo_atractor
desainases,alzabais,e5be9811,e5be9811..ed7cb1bf,abominais,0.7548,nuevo_atractor
predicamentales,acararemos,22c8b86e,22c8b86e..42d2ab81,achicharrasteis,0.6685,nuevo_atractor
pavoneare,produce,bcb7ca63,bcb7ca63..aba4c5f1,aljofifais,1.0993,nuevo_atractor
faetones,viraste,85ce4e53,85ce4e53..22b0a90d,empobrecieremos,0.9401,nuevo_atractor
atravesase,ñangotado,502bb6ba,502bb6ba..5585326c,sembrando,2.0429,nuevo_atractor
montecristeño,remellabamos,e7e5bbb2,e7e5bbb2..d74f4c48,albuminariais,0.8217,nuevo_atractor
escalon,lactometros,97f44848,97f44848..e7bdd790,empobrecieremos,0.9641,nuevo_atractor
enceparais,cubicasteis,35fadac9,35fadac9..cdc71d15,supresiones,0.8269,nuevo_atractor
desaplicarias,ahorcajeis,4ab6c928,4ab6c928..84cc37e2,orifiques,0.6035,nuevo_atractor
randeara,recomendaba,565ceac7,565ceac7..bfe75aff,extemporales,0.6929,nuevo_atractor
madrugaron,dispersivos,f935afd3,f935afd3..601a2e5d,imposibilitando,0.8926,nuevo_atractor
gringuera,repulsados,795a2725,795a2725..d6ed3dc7,confiabilidad,0.8077,nuevo_atractor
incursionaras,carochaste,58c9fb31,58c9fb31..2f37f805,solventan,0.7443,nuevo_atractor
collazo,regodeariamos,8729ba41,8729ba41..f6a2873b,espercudiendo,1.1812,nuevo_atractor
banderillazos,enterariamos,829d54fe,829d54fe..9a7d1025,resallad,1.1512,nuevo_atractor
olorosada,sostengan,75f8dd52,75f8dd52..4f813f20,chismoseare,1.3765,nuevo_atractor
alifara,subsuelen,3fc2a5bf,3fc2a5bf..826cbabf,volcanologo,1.1558,nuevo_atractor
oceanografias,puenteariamos,d27c55f0,d27c55f0..d12f4cca,nasas,2.1770,nuevo_atractor
sornaban,logreasemos,f4645924,f4645924..6b047359,disformaba,2.3222,nuevo_atractor
enhorno,ponche,e422bf44,e422bf44..0cfcade0,narro,1.1666,nuevo_atractor
enlozanabas,regularais,bb044865,bb044865..c19ca063,agalerados,2.1655,nuevo_atractor
revestidos,abrumar,fb84f918,fb84f918..77cf9f32,disformaba,1.2831,nuevo_atractor
escuchada,crisole,a296ef84,a296ef84..19ced309,encelareis,1.2377,nuevo_atractor
ambicionaren,azonzaria,efdab6f1,efdab6f1..0b3d3b8f,fosforita,0.6948,nuevo_atractor
pensionarios,zajurina,bc8cbdbb,bc8cbdbb..a897e0dc,alebresteis,0.8412,nuevo_atractor
estuchada,enrayasen,1fa35f55,1fa35f55..70f16fbf,atauques,1.9411,nuevo_atractor
demarcases,alquitranaren,7f3a2d37,7f3a2d37..7732b896,calabrotas,1.8922,nuevo_atractor
solicita,azudes,5cc6bb46,5cc6bb46..41f8cd87,empatacado,1.3975,nuevo_atractor
emasculasteis,reprobar,3f45008f,3f45008f..3f6fef20,marmulle,0.8793,nuevo_atractor
lenguaces,desacomodada,dd9196d9,dd9196d9..1ad7c60a,rollaba,1.8431,nuevo_atractor
desalivaste,usufructuemos,0d7c4a97,0d7c4a97..0032c58e,escuadronare,1.6703,nuevo_atractor
hacheasen,abuñolaban,7a553c1a,7a553c1a..7cb52df2,sancionadas,1.6341,nuevo_atractor
confundis,bracil,04c3780d,04c3780d..3c1556c1,desafectaste,0.9000,nuevo_atractor
enrabietare,elotadas,85920fd8,85920fd8..1ccfe87c,echacorveariais,1.4348,nuevo_atractor
empeorares,matagallina,57927ae5,57927ae5..45f7641a,latiguead,0.4455,nuevo_atractor
sobrealzaron,desempalagabais,0965ba57,0965ba57..ddf0ebe9,celemineaseis,0.6948,nuevo_atractor
talladura,demacre,b04e9ec4,b04e9ec4..67a7f327,champurreabamos,0.7647,nuevo_atractor
declaradoras,juntemos,95daa970,95daa970..eea8cf6d,reestrenada,1.4211,nuevo_atractor
enmosteis,insudariamos,71c7317b,71c7317b..874f5eff,escobos,1.1203,nuevo_atractor
transformaseis,semivacios,e6314a6f,e6314a6f..a38bf320,embotaduras,0.7714,nuevo_atractor
aniversarios,almuecines,d36cb85c,d36cb85c..b9e0da4c,calabrotas,1.6091,nuevo_atractor
tachabais,recatoneaba,e2e3ca8d,e2e3ca8d..df42a67d,aconteceres,1.1511,nuevo_atractor
diferenciasemos,gestionarais,67b8d1ef,67b8d1ef..8d74a117,agacho,0.7484,nuevo_atractor
porche,derrengan,6221e391,6221e391..40e86cfe,restablecere,0.5840,nuevo_atractor
perdurares,aglomerarais,3dad4f14,3dad4f14..cb647b56,orifiques,0.6149,nuevo_atractor
copucheases,latinizando,f84b0c9e,f84b0c9e..4e9e31f3,deszocare,0.8923,nuevo_atractor
linones,enchamarrar,6a058511,6a058511..b083f580,barroquizantes,2.3415,nuevo_atractor
engolfes,champeasteis,d34f6a22,d34f6a22..d044418d,maridaste,1.4688,nuevo_atractor
reprehendia,petitoria,c9b44d8d,c9b44d8d..54276b88,deszocare,0.9209,nuevo_atractor
descascaro,piporros,c5a40f6d,c5a40f6d..1175f4c4,tejocotes,1.5553,nuevo_atractor
desfijaramos,dinamiteis,5c571223,5c571223..12d93e1c,irrespeto,0.9070,nuevo_atractor
rumbosas,remolines,e41ee628,e41ee628..bc018a56,chotacabras,0.9990,nuevo_atractor
encaucharan,dialogizare,e880f2fc,e880f2fc..6af786ab,aprestigien,1.6493,nuevo_atractor
afrenillando,sistematizarian,26d4f99d,26d4f99d..844d24da,imposibilitando,1.1318,nuevo_atractor
requebrados,estupraran,26e63a0c,26e63a0c..3e87a359,empobrecieremos,1.0555,nuevo_atractor
aleona,cuantiosos,ac411940,ac411940..9c1c7c10,carteleros,0.6479,nuevo_atractor
baremaciones,fermentaron,d65d932c,d65d932c..0be9b1df,tempanan,1.0298,nuevo_atractor
destellar,guiarias,894755ec,894755ec..f9ee028f,jabalonada,1.9932,nuevo_atractor
acanalariamos,gotica,ea81b3f6,ea81b3f6..b4cadf45,mordaceara,0.9981,nuevo_atractor
amordazas,bejuqueados,0fb8eaf9,0fb8eaf9..d245fbaa,aprisionan,1.1695,nuevo_atractor
costumbraba,engramilladas,07fbe01c,07fbe01c..5c60025a,enastadas,0.8349,nuevo_atractor
extremasteis,erutaban,59b84781,59b84781..cebb6c6c,antelacion,0.6258,nuevo_atractor
relazaba,poltronerias,381f31a1,381f31a1..4781381b,americaniza,0.6068,nuevo_atractor
cogerian,parabolizabais,a5846400,a5846400..38a1ccb3,desarbolaba,0.6188,nuevo_atractor
ludicras,juguetearian,6cfd016b,6cfd016b..acfbd75f,latiguead,0.4623,nuevo_atractor
drenarais,copuchasen,bbe5c3cf,bbe5c3cf..9f2ab51a,alebresteis,0.9974,nuevo_atractor
abarracares,mordimientos,6d7fdd28,6d7fdd28..51ba70b4,atornillaramos,0.6134,nuevo_atractor
piafen,enceldeis,ecb41ddf,ecb41ddf..39675b7c,trasvertido,0.6947,nuevo_atractor
cacareabamos,embaularamos,5a5c6f83,5a5c6f83..b80b2e7b,amalladaste,0.8894,nuevo_atractor
endurezcan,espiaron,8cc01ac1,8cc01ac1..eed2ba0f,echacorveariais,1.5156,nuevo_atractor
disuadiremos,entigrezco,053ce2f0,053ce2f0..023dae41,esdrujulizada,0.6554,nuevo_atractor
atomizaren,rimbombais,11339a88,11339a88..afca8d62,reporteo,0.7037,nuevo_atractor
aplanchen,adobes,697f0532,697f0532..a6e4d19f,tonteares,1.3724,nuevo_atractor
alcatifadas,necesito,948a87f6,948a87f6..58ac205a,sancionadas,0.6735,nuevo_atractor
exageras,acalabrotaba,cbc57737,cbc57737..6f348b62,imposibilitando,2.1226,nuevo_atractor
noventavas,contusionabas,77da9202,77da9202..79cde389,trompetearia,0.7094,nuevo_atractor
esmerilares,contrasellaramos,5a9680da,5a9680da..7fd2979d,morceñas,1.1345,nuevo_atractor
encandelillada,arcaizaren,860b8a16,860b8a16..301b227c,bandereasteis,1.5375,nuevo_atractor
asiremos,empodreciereis,f306e412,f306e412..0ffebdf8,toalleros,0.6476,nuevo_atractor
homenajearia,desenviolando,fe47c903,fe47c903..a46599f7,aricareis,2.0178,nuevo_atractor
gibosidad,churriburris,03d5b79e,03d5b79e..63a12e6c,sobijasemos,0.5641,nuevo_atractor
domeñara,jajajeo,5bc00e09,5bc00e09..a5165377,enconreasen,1.2423,nuevo_atractor
semillasen,enrubiado,69d9776d,69d9776d..64224e28,desprivatizaren,1.1259,nuevo_atractor
ajizadas,resguardando,d88ade91,d88ade91..68791426,aromarais,0.6231,nuevo_atractor
atarantado,pautabas,6a3a1c4f,6a3a1c4f..65abfcf5,acostando,1.7457,nuevo_atractor
ladrillariais,carda,76968f25,76968f25..9c85a358,hubieren,1.6448,nuevo_atractor
españolizare,rubicundos,1ee4eeee,1ee4eeee..eea1f6f0,atauques,0.9252,nuevo_atractor
taquillara,aljonjoli,e41d69e1,e41d69e1..0abc13c9,latiguead,1.5853,nuevo_atractor
fingieremos,caciquear,2b41d5aa,2b41d5aa..f61cfea9,buscar,0.9340,nuevo_atractor
complotarias,enfocabais,48d5ed69,48d5ed69..147cc1c0,cautivan,0.9559,nuevo_atractor
remojaremos,sanguijuela,823e3724,823e3724..aa52afe6,polvificando,0.6935,nuevo_atractor
enrazasteis,reglamentaba,6c33e09a,6c33e09a..c90420ef,acentuarais,1.0780,nuevo_atractor
mielazo,resfriadores,db52234e,db52234e..b2646945,esquinzaren,1.4425,nuevo_atractor
mofadora,reptais,d75c1823,d75c1823..3d45141a,descapotes,1.0289,nuevo_atractor
desbaratadas,desmarañasteis,5f5699f1,5f5699f1..ddab833b,asareasemos,1.0767,nuevo_atractor
cambrianas,chivearen,878f3383,878f3383..d4441a99,gongorizases,0.6231,nuevo_atractor
encañizara,roznaras,aebbb7ac,aebbb7ac..ee112454,faltase,2.3624,nuevo_atractor
trizaria,milicianas,4cd6013b,4cd6013b..0d38a3b7,mendigasen,1.1489,nuevo_atractor
estaqueaban,terapiaras,bb2d4e47,bb2d4e47..de2db96e,aguitarias,1.0301,nuevo_atractor
apapacharas,demarrasteis,cb87c21e,cb87c21e..5a70fd6c,descrecerias,0.7691,nuevo_atractor
emperifollares,cejabais,9dc51632,9dc51632..a7e00b29,avanezco,1.6836,nuevo_atractor
contraselleis,aventuran,d9089ce3,d9089ce3..5ac8a2bd,regularizaramos,1.5340,nuevo_atractor
remansando,neuroanatomista,1c8222b4,1c8222b4..3a1d7f8b,ejercitado,1.1194,nuevo_atractor
engrasadoras,redileamos,71aef3b2,71aef3b2..e821355c,desazogad,0.6730,nuevo_atractor
flauteada,castillete,6df07cf4,6df07cf4..edbe74c9,colicueciera,0.8865,nuevo_atractor
poetico,ahijase,608cb758,608cb758..1ea1db9f,encunetaban,0.6912,nuevo_atractor
serviciarian,mundificativas,6132c274,6132c274..0925c736,acaramelases,0.7842,nuevo_atractor
localizasemos,carabeamos,ee9f735f,ee9f735f..5189a7fc,abarrancaras,0.8180,nuevo_atractor
relampaguearon,desnervasteis,38242d01,38242d01..00f28311,acentuarais,0.4550,nuevo_atractor
sius,racionalizasen,3ed3a378,3ed3a378..4c58baf2,empobrecieremos,0.8119,nuevo_atractor
embobinaremos,jumenta,f2ff1a84,f2ff1a84..62178115,puristas,0.7061,nuevo_atractor
adorarias,conculcariamos,101061b7,101061b7..76bf896e,engredaren,0.6311,nuevo_atractor
camelar,reverteran,9e4f5363,9e4f5363..950e8922,entierras,1.3848,nuevo_atractor
entreveres,guarecio,d3f404cc,d3f404cc..9ac3f720,brozara,1.0005,nuevo_atractor
alpargateros,sobreganemos,bc905562,bc905562..02ebccb5,vigiladas,1.4828,nuevo_atractor
falseasemos,enchavetabas,c03b449e,c03b449e..70054175,negociacion,0.7634,nuevo_atractor
granulasteis,transfuguismos,cf462bde,cf462bde..a5f4fcf3,albuminariais,0.7103,nuevo_atractor
desmeollamos,expiraran,96642b26,96642b26..c4056be8,acochambrado,0.9943,nuevo_atractor
correlativos,encurtidas,476e4dbf,476e4dbf..a9c64eb6,toalleros,1.2136,nuevo_atractor
imaginareis,escandid,38786995,38786995..77fbdc87,sobrevivais,0.8294,nuevo_atractor
chicaneen,arrodilleis,ab43dd08,ab43dd08..83c4629f,entolados,0.9667,nuevo_atractor
relvaria,calcan,248a45f2,248a45f2..d1a568ed,runflando,1.2007,nuevo_atractor
abadesa,invoques,e2971373,e2971373..ccda045f,hurtamos,0.9326,nuevo_atractor
apañaramos,buceado,e916210c,e916210c..b0e50e9e,aljofifais,1.5013,nuevo_atractor
desternillasen,apapachemos,8752f0b1,8752f0b1..3249dc17,azotarian,0.8162,nuevo_atractor
emplazabais,transbordariais,280b1058,280b1058..b07deca7,irrespeto,1.0129,nuevo_atractor
arromadizad,desenraizo,b2a595d5,b2a595d5..8d5872f9,jipiarias,0.8285,nuevo_atractor
desdijimos,aseriaran,6069f35a,6069f35a..0dbff283,despidieron,2.1095,nuevo_atractor
calificadamente,chismorreen,d5ef0cf5,d5ef0cf5..9b737c60,isogeotermas,0.5368,nuevo_atractor
albatros,granasemos,c0c94d24,c0c94d24..0af1be11,esdrujulizada,0.5692,nuevo_atractor
impla,pavimento,67bdeeca,67bdeeca..ad9021a6,tatuaron,0.5792,nuevo_atractor
renacierais,pituteabas,19bdd9de,19bdd9de..ce9e9422,inopinable,1.2551,nuevo_atractor
comecandelas,enlodamientos,e723a5b3,e723a5b3..e3bd8549,encizañaron,2.1852,nuevo_atractor
educadoras,arrebatares,8dd6530b,8dd6530b..5fa619fe,rebajan,1.6473,nuevo_atractor
malar,enverdecieren,c1c8a64c,c1c8a64c..503c50e3,embarcaron,0.9291,nuevo_atractor
vigolero,cacofonico,c4da53c7,c4da53c7..2a650edc,cutusa,0.7863,nuevo_atractor
chismotee,mentor,26346958,26346958..d6de6dbc,anticatodo,1.6255,nuevo_atractor
enjoya,devendrian,62d30a2a,62d30a2a..1d3533b6,diptongada,0.5387,nuevo_atractor
algebraico,municione,18c14271,18c14271..917418e2,cayama,0.6949,nuevo_atractor
rareada,eliminatorios,82117c8c,82117c8c..aebe7b2c,colicueciera,1.0873,nuevo_atractor
hiperbolizarais,alegorizaramos,a4a14def,a4a14def..28e00c14,entablillarias,0.8863,nuevo_atractor
fedegara,italianizadas,a5f2c997,a5f2c997..6d8e8714,aguachabas,0.9121,nuevo_atractor
xerografie,desmajolareis,b5a98aa5,b5a98aa5..4c471d3d,rollaba,1.6729,nuevo_atractor
abemolara,andorrana,23356b97,23356b97..246f1ce7,tiroteares,0.8070,nuevo_atractor
longor,rebeca,2a3ccd3a,2a3ccd3a..03703f68,antelacion,1.7062,nuevo_atractor
microcopias,angarilles,a69b162e,a69b162e..0c4c6d8d,bandereasteis,0.8442,nuevo_atractor
devalariais,escaseemos,da1670a0,da1670a0..56d072b6,ciegue,0.8425,nuevo_atractor
aventures,milagros,b7a612ab,b7a612ab..a4c92b65,deleznara,2.0927,nuevo_atractor
valleinclanesca,refriaste,064929ba,064929ba..535303eb,almonedean,0.8768,nuevo_atractor
pelluzgones,desgajes,42176779,42176779..6fea68d0,alcohometria,0.8200,nuevo_atractor
osteomas,revecen,55947469,55947469..05732690,enastadas,0.5315,nuevo_atractor
frejones,despenalizarian,66890ad6,66890ad6..f9210336,tonteares,1.8749,nuevo_atractor
obligases,roigan,693cbfeb,693cbfeb..ab921cdb,rollaba,0.9835,nuevo_atractor
atesoramiento,boquiangosta,e64f1aa9,e64f1aa9..d76ecc67,ñengos,1.0413,nuevo_atractor
pacificadores,embarranca,3299acc6,3299acc6..64939af0,encunetaban,0.6784,nuevo_atractor
metrificasteis,antiestaticos,65f5ded7,65f5ded7..38a18e72,conjuramentado,0.8771,nuevo_atractor
entredijera,desvirtuadas,365d5dd9,365d5dd9..869f878e,abominais,0.8901,nuevo_atractor
inciso,cantusabamos,2849f3ef,2849f3ef..a72ef8a3,antagalleis,1.7375,nuevo_atractor
despampanillar,protervo,a31f130d,a31f130d..62d68229,entolados,0.7972,nuevo_atractor
desentarimada,despancan,307d5ac5,307d5ac5..21479812,reconfortases,1.0627,nuevo_atractor
deshelaramos,setenare,dd49faf3,dd49faf3..3d048f02,mujereabas,1.8652,nuevo_atractor
titiritariais,serraremos,81c26878,81c26878..0c6f6c6b,embarcaron,1.1678,nuevo_atractor
fruteciese,indignos,6f8bebe5,6f8bebe5..a65a5ab1,disformaba,0.9101,nuevo_atractor
embruteceria,melindrizabamos,3c1f3f92,3c1f3f92..ec884df4,aricareis,1.6602,nuevo_atractor
casquiblanda,empestar,a8a07827,a8a07827..11d94ffd,encorozaban,1.2799,nuevo_atractor
callantarais,agostadero,52d2ce24,52d2ce24..85f17adf,enguirnaldad,0.8016,nuevo_atractor
chupado,sacrificad,de00e96e,de00e96e..ac8e4aeb,desarbolaba,1.5033,nuevo_atractor
empilasemos,enlentecida,1cd6ccf0,1cd6ccf0..b35bdec0,enmarabamos,0.6363,nuevo_atractor
redimamos,vacilara,5952558a,5952558a..709901e8,escobos,1.9086,nuevo_atractor
envalijas,cinqueños,5a7c95c6,5a7c95c6..28da0e5c,esdrujulizada,0.6300,nuevo_atractor
engrapes,comburentes,4a2bf0a4,4a2bf0a4..f2c07163,temera,0.6553,nuevo_atractor
galladuras,asume,05967c4c,05967c4c..9af2beaa,atauques,0.6122,nuevo_atractor
arisqueases,repudie,ea0b1fa0,ea0b1fa0..c5e47e2c,colicueciera,1.5234,nuevo_atractor
egresasteis,retrocedierais,a22c2613,a22c2613..6cf1657b,anticatodo,0.9478,nuevo_atractor
rendaron,mampresaron,ce5911f3,ce5911f3..02c70feb,boyarias,1.5472,nuevo_atractor
ensuciariais,empalomabais,b955a6c2,b955a6c2..4c1c282e,supresiones,1.3892,nuevo_atractor
desempozases,estructura,d3d3891a,d3d3891a..7ff0a2f8,empobrecieremos,0.9773,nuevo_atractor
bizquearon,dimitiesemos,28dcbcbb,28dcbcbb..3aa648e8,infartaren,1.9950,nuevo_atractor
empujarais,golfas,ae86708c,ae86708c..4d9913ff,engreiremos,0.8814,nuevo_atractor
despuntando,cedulaba,6706e10f,6706e10f..7b507e9d,entolados,0.9545,nuevo_atractor
deslendrarais,abozalada,e812daef,e812daef..d28d21ee,anticatodo,0.5940,nuevo_atractor
gandara,milesimas,baab23ba,baab23ba..be5e54ac,inmutaria,0.6656,nuevo_atractor
blincasemos,estandardicen,d6791498,d6791498..328fcb0f,champurreabamos,0.7306,nuevo_atractor
descoloria,pensionando,307f186f,307f186f..e10d06de,desbasta,1.4795,nuevo_atractor
cariñar,beguinos,7d4ec222,7d4ec222..19732e98,puristas,0.7460,nuevo_atractor
catear,concupiscencia,88cafbfc,88cafbfc..85bc6d47,escobos,0.8743,nuevo_atractor
endovenosa,enjabonara,a82d09ab,a82d09ab..beacff9b,sobrevivais,0.7034,nuevo_atractor
brujidas,trastrocarian,06c8732d,06c8732d..56de8053,faltase,1.4236,nuevo_atractor
parlamentas,desarmasen,671e463b,671e463b..8fb0f255,latiguead,1.4764,nuevo_atractor
reclamad,iliense,76d39547,76d39547..24006023,reditual,1.0725,nuevo_atractor
bifurcaban,torcieras,f9477338,f9477338..613e0a99,tumultuaren,0.6233,nuevo_atractor
aplegarais,pijineaste,1585b5f2,1585b5f2..5dee64de,retortijaremos,1.0010,nuevo_atractor
pateado,resumiesen,8570251a,8570251a..c65949ce,tapiar,0.7408,nuevo_atractor
entengas,conglutinaseis,3a3d8f40,3a3d8f40..0f936735,drias,0.6575,nuevo_atractor
enzoquete,disenterias,97ba281b,97ba281b..ceb2859e,aconteceres,0.8506,nuevo_atractor
broncearias,ferreteares,24fd26cb,24fd26cb..64859cb3,aligeraron,0.9052,nuevo_atractor
dehesases,rizareis,82bd96f7,82bd96f7..e57d2413,temera,0.9923,nuevo_atractor
tectonico,inhuma,8decc323,8decc323..2c69c7a0,serreria,1.2392,nuevo_atractor
embejucaron,recentaren,305424c4,305424c4..014e134a,cobrados,0.6999,nuevo_atractor
vid,maliciaban,91832fc2,91832fc2..25903213,enseraseis,1.1800,nuevo_atractor
hereticar,rusentaramos,2392d5af,2392d5af..b6cd91d6,afranjada,1.5929,nuevo_atractor
comidieron,desmotivarian,1f4f4ce2,1f4f4ce2..85282f62,esdrujulizada,1.0579,nuevo_atractor
afataria,instrumentase,d9011677,d9011677..40480490,puparemos,1.1224,nuevo_atractor
