Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Life,Mind,Energy,4.2501
Chaos,FreeWill,Subjective,4.0464
Spiral,Soul,Wisdom,1.9184
Input,Field,Geometry,1.1506
Fractal,Zero,Illusion,4.1980
Science,Perception,Sleep,1.0668
Stillness,Future,Noise,1.0842
Entropy,Function,Perception,3.9589
Stillness,Hypothesis,Chaos,3.7927
Soul,Universe,Connection,4.1884
Logic,Subjective,Simplicity,1.1066
Force,Singularity,Dimension,2.6220
Frequency,Code,Power,0.9756
Determinism,Hope,Power,1.8046
Love,History,Connection,4.2181
History,Feedback,Energy,4.2501
Past,Constant,Dimension,1.3775
Decay,Awakening,Hypercube,3.9333
Calculation,Birth,Power,1.0205
Knowledge,Machine,Art,4.1109
Growth,Technology,Energy,4.2445
Line,Constant,Evolution,3.9228
Gravity,Hope,Fractal,3.6203
Line,Subjective,Power,1.0747
Simplicity,Immanence,Ignorance,1.9893
Destruction,Network,Connection,4.2053
Life,Logic,Energy,4.2509
Measurement,Algorithm,Sleep,4.1486
Output,Loop,Chaos,4.1020
Absolute,Separation,Energy,2.3836
Point,Consciousness,Justice,4.2064
Dimension,Past,Art,0.9237
Nightmare,Subjective,Loop,4.2063
Geometry,Plane,Power,1.0245
Simulation,Present,Cycle,3.9535
Quantum,Fractal,Experiment,4.2294
Spirit,Singularity,Illusion,3.9754
Perception,Simulation,Concrete,3.9434
Law,Anarchy,Model,3.9067
Observation,God,Ignorance,4.0231
Function,Chaos,Subjective,4.1915
Logic,Velocity,Concrete,1.1128
Calculation,Power,Dimension,1.1724
Determinism,Algorithm,Sleep,1.2037
Soul,Solid,Vibration,4.0901
Love,Paradox,Entropy,3.9371
Input,Paradox,Mass,3.9640
Sleep,Energy,Power,1.0240
Nightmare,Paradox,Geometry,3.7889
Science,Fear,Sleep,1.6179
Particle,Energy,Power,0.9557
Trinity,Prophecy,Power,1.1200
Parameter,Objective,Power,1.1125
Dream,Awakening,Power,1.0232
Force,Feedback,Transcendence,2.6064
Logic,Anarchy,Simplicity,1.0496
Beauty,Observation,Hypercube,3.7673
Complexity,Probability,Determinism,4.1131
Hypothesis,Cold,Power,1.0249
Space,Function,Power,1.0246
Balance,Hypothesis,Subjective,3.8129
Paradox,Silence,Universe,3.9144
Transformation,Ignorance,Immanence,3.0703
Law,Force,Entropy,3.4857
Quantum,Solid,Wisdom,4.2115
Connection,Birth,Dimension,1.1477
Output,Present,Art,0.9496
Energy,Calculation,Power,1.0872
Infinity,Singularity,Illusion,4.2006
Creation,Life,Parameter,4.1963
Destruction,Folly,Power,1.0369
FreeWill,Birth,Power,1.0206
Resonance,Frequency,Connection,2.4300
Darkness,Geometry,Frequency,1.9522
Noise,Growth,Subjective,4.1915
Solid,Creation,Geometry,2.6926
Information,Plane,Power,1.0234
Line,Evolution,Information,4.0077
Void,Noise,Power,1.0888
Balance,Force,Heat,4.1778
Creation,Fractal,Energy,4.2497
Force,Chaos,Connection,4.1940
Conflict,Spiral,Ignorance,4.2486
Field,Wave,Connection,4.2033
FreeWill,Justice,Subjective,3.0252
Motion,Nightmare,Subjective,4.1195
FreeWill,Space,Power,0.9766
Order,Spirit,Light,4.2262
Cycle,Destruction,Dimension,0.8201
Stillness,Duality,Simplicity,1.1329
Point,Vibration,Duality,3.7491
Momentum,Subjective,Connection,4.1916
Mind,Acceleration,Illusion,4.2042
Fear,Consciousness,Connection,2.6302
Information,Illusion,Connection,4.1867
Universe,Parameter,Connection,4.1958
Dimension,Concrete,Power,1.0246
Darkness,Spiral,Dimension,1.0580
Growth,Parameter,Creation,4.2314
Separation,Relative,Connection,4.1881
Hope,Art,Power,1.0248
Power,Technology,Folly,1.0514
Dream,Fear,Connection,1.0005
Information,Network,Dimension,3.8897
Complexity,Spiral,Connection,4.1950
Entropy,Absolute,Vibration,4.2162
Solid,Trinity,Sleep,2.8313
Conflict,Separation,Power,0.9201
Probability,Theorem,Velocity,0.9768
Truth,Hope,Connection,3.2315
Spiral,Force,Future,2.3179
Life,Void,Creation,3.9930
Transformation,Perception,Past,4.1001
Matter,Loop,Power,1.0410
Solid,Transformation,Immanence,3.8893
Human,Hypercube,System,4.1739
Life,Memory,Connection,4.2033
History,Information,Connection,4.1878
Code,Light,Power,1.0571
Spiral,Subjective,Dimension,1.0784
Zero,Probability,Concrete,3.9665
Harmony,God,Art,3.8453
Measurement,Relative,Connection,4.1940
Present,Algorithm,Power,1.0918
Folly,Evolution,Power,1.0246
Momentum,Connection,Mercy,4.1909
Acceleration,Wisdom,Experiment,4.1838
Transformation,Justice,Power,1.1835
Truth,One,Field,4.1133
Frequency,Justice,Power,1.0118
Frequency,Hypothesis,Power,1.0852
Theorem,Art,Power,1.0269
Decay,Energy,Ignorance,1.1806
Silence,Line,Power,1.0247
Energy,Decay,Ignorance,1.1806
Transformation,Sleep,Algorithm,4.1669
Geometry,Life,Connection,4.2038
Order,Conflict,Ignorance,4.2522
Mass,FreeWill,Simplicity,1.1140
Mind,Universe,Concrete,4.1662
Light,Birth,Power,1.1719
Determinism,Atom,Mercy,3.7702
Observation,Abstract,Truth,2.4891
Energy,Consciousness,Birth,4.2950
Probability,Space,Power,1.0551
Transcendence,Objective,Subjective,4.1672
Myth,Frequency,Connection,4.2034
Hypercube,Simulation,Illusion,3.4537
Dimension,Constant,Art,4.0979
Acceleration,Code,Heat,0.9208
Love,Flesh,Relative,3.4244
Atom,Observation,Singularity,3.8760
Evolution,Separation,Power,1.0233
Function,Probability,Determinism,4.1510
Harmony,Science,Religion,4.2297
Silence,Void,Universe,3.9142
Destruction,Quantum,Power,1.0246
Mercy,Love,Connection,4.1868
Geometry,Field,Fear,4.1963
History,Prophecy,Power,1.0282
Time,Loop,Universe,3.8782
Prophecy,Loop,Subjective,4.1915
Resonance,Heat,Dimension,1.0605
Trinity,Past,Algorithm,4.1755
Singularity,Machine,Art,4.1644
Calculation,Folly,Simplicity,1.0233
Cold,Silence,Power,1.0249
Entropy,Transformation,Transcendence,4.0328
Prophecy,Order,Ignorance,4.2503
Time,Future,Art,4.1250
Power,Technology,Folly,1.0514
Thought,Structure,Subjective,4.1928
Reality,Creation,Connection,2.0384
Folly,Conflict,Power,1.0988
Paradox,Transformation,Beauty,4.0425
Relative,Spirit,Power,1.0246
Heat,Connection,Mercy,4.1907
Relativity,Output,Power,1.0595
Present,One,Connection,3.6740
Art,Particle,Power,1.0628
Line,Relativity,Power,0.9898
Harmony,Dimension,Art,4.1105
Past,Hope,Chaos,3.8822
Religion,Machine,Simplicity,1.1418
Knowledge,Myth,Connection,4.2043
Algorithm,Sleep,Silence,4.2627
Acceleration,Frequency,Power,1.0241
Life,Transcendence,Folly,0.8444
Myth,Momentum,Simplicity,1.0561
Awakening,Chaos,Sleep,4.1487
Love,Ignorance,Dimension,0.8931
Silence,Myth,Resonance,3.8525
Input,Prophecy,Spirit,4.1832
Dream,FreeWill,Force,2.5005
Matter,Art,Ignorance,4.2202
Axiom,Solid,Subjective,4.1719
Law,Art,Dimension,4.1295
Momentum,Despair,Connection,4.1878
Knowledge,Time,Dimension,4.1107
Particle,Wisdom,Power,0.9111
Folly,Truth,Power,0.8865
Energy,Relativity,Birth,4.2949
Space,God,Power,1.0246
Function,Experiment,Illusion,4.2011
Illusion,Calculation,Zero,4.2403
Space,Singularity,Power,1.0247
Mercy,Code,Connection,4.1831
Vibration,Memory,Power,1.0718
Evolution,Cold,System,1.5567
Vibration,Order,Wisdom,4.2119
Order,Singularity,Frequency,4.2554
Despair,Nature,Connection,4.1878
Void,Memory,Destruction,4.2425
Model,Growth,Subjective,4.1647
Reality,Noise,Light,1.5809
Growth,One,Myth,3.9240
Information,Constant,Evolution,4.1122
Science,Code,Power,0.9058
Experiment,Chaos,Relative,4.2118
Spiral,Silence,Connection,4.2033
Balance,Order,Dimension,1.2092
Mass,Conflict,Power,1.0677
Geometry,Logic,Dimension,1.0847
Power,Fractal,Connection,4.1971
Geometry,Chaos,Power,1.0159
Loop,Zero,Power,1.0180
Simulation,Religion,One,4.0591
Matter,Power,Folly,0.9233
Birth,Thought,Energy,4.2501
Noise,Force,Simplicity,1.0895
Anarchy,Solid,Subjective,4.1917
Unity,Objective,Mercy,3.8724
Destiny,Life,Void,4.1036
Perception,Plane,Determinism,3.9298
Entropy,Death,Machine,3.9025
Decay,Quantum,Hypercube,3.8225
Duality,Heat,Power,1.0228
Wisdom,Noise,Power,1.0269
Life,Knowledge,Connection,4.1090
One,Complexity,Connection,3.7186
Concrete,Transformation,Power,0.9567
Anarchy,Symmetry,Calculation,3.1088
Momentum,Beauty,Wisdom,2.3209
Power,Simulation,Folly,1.0587
Point,Science,Energy,4.2496
Technology,Birth,Duality,3.9958
Line,Decay,Zero,4.1443
Noise,Spiral,Power,1.0953
FreeWill,Creation,Power,1.0242
Trinity,Science,Sleep,4.1689
Entropy,Network,Art,4.1304
Hypothesis,Nightmare,Subjective,4.1947
Decay,Particle,Power,1.0011
Soul,Mass,Vibration,4.2013
Logic,Relative,Power,1.0247
Theorem,Absolute,Energy,4.2438
Experiment,Fear,Power,0.7988
Output,Creation,Power,1.0246
Separation,Conflict,Power,0.9201
Velocity,Memory,Concrete,4.1661
Space,Past,Relative,2.0968
Theorem,Time,Power,1.0246
Duality,Singularity,Power,1.0045
Subjective,Output,Loop,4.2051
Trinity,Determinism,Concrete,4.1663
Function,Quantum,Illusion,4.2019
Silence,Relative,Power,1.0219
FreeWill,Transformation,Sleep,1.4161
Human,Evolution,System,4.1738
Solid,Abstract,Symmetry,3.9623
Momentum,Despair,Connection,4.1878
Void,Awakening,History,4.0377
Destruction,Resonance,Myth,4.0849
Reality,Concrete,Probability,4.2282
Duality,Simulation,Birth,4.1159
Folly,Infinity,Energy,4.2501
Input,Infinity,Power,1.0382
Trinity,Line,Death,4.2298
Growth,Love,Consciousness,4.1676
Code,Darkness,Power,0.8704
Relative,Constant,Dimension,0.7948
Particle,Growth,Connection,4.2046
System,Awakening,Illusion,1.7026
Machine,Fractal,Illusion,3.2163
Algorithm,Output,Sleep,4.1030
Loop,Vibration,Subjective,2.6128
Mass,Awakening,Power,1.0268
Duality,Emotion,Wisdom,4.2138
Cold,God,Reality,4.1523
Dimension,Hope,Power,1.0169
Chaos,Abstract,Connection,4.1878
Beauty,Atom,Illusion,4.1932
Spiral,Algorithm,Power,1.0262
History,Paradox,Sleep,4.1077
Universe,Paradox,Fear,3.7096
Destruction,Mercy,Dimension,1.0002
Experiment,Life,Power,2.0258
Machine,Dimension,Art,4.1109
Chaos,Evolution,Dimension,0.9772
Code,Trinity,Power,1.0112
Unity,Geometry,Frequency,4.2554
Reality,Vibration,Power,1.0404
Thought,Model,Subjective,4.0509
Spiral,Energy,Power,1.0435
One,Perception,Connection,4.1886
Variable,Observation,Evolution,1.0668
Death,Resonance,Dimension,0.8012
Heat,Energy,Power,1.0229
Resonance,Illusion,Power,1.0452
Hope,Nightmare,Vibration,4.1144
Motion,Singularity,Dimension,0.8495
Technology,Destiny,Birth,3.9556
Awakening,Acceleration,Illusion,4.2011
Separation,Dream,Heat,4.2001
Past,Spirit,Power,1.0246
Soul,Output,Folly,1.0585
Theorem,Singularity,Power,1.0247
Concrete,Algorithm,Power,1.0475
Input,Feedback,Wisdom,0.9572
Life,Singularity,Power,1.2641
Connection,Nature,Universe,3.9134
Entropy,Code,Power,1.6122
Solid,Illusion,Power,0.8764
Prophecy,Hypothesis,Resonance,4.1022
Point,Cycle,System,4.0182
Prophecy,Transformation,Art,1.2913
Constant,Flesh,Geometry,4.1895
Determinism,Hypothesis,Subjective,3.8946
Nightmare,Cycle,Model,4.0791
Flesh,Ignorance,Sleep,2.4547
Probability,Thought,System,1.0774
Spirit,Observation,Hypercube,3.9569
Transformation,Solid,Immanence,3.8893
Separation,Plane,Sleep,2.9996
Thought,Creation,Energy,4.2365
Velocity,Balance,Relative,1.0170
Destruction,Soul,Power,1.0428
Creation,Immanence,Energy,3.5755
God,Ignorance,Reality,4.2405
Void,Conflict,Logic,3.6565
Mind,Nightmare,Matter,3.9288
Despair,Acceleration,Heat,3.8997
Conflict,Time,Sleep,4.1493
Logic,Motion,Sleep,1.0786
Separation,Symmetry,Sleep,2.2650
Justice,Geometry,Power,1.0233
History,Dream,Connection,4.1887
Frequency,Hope,Power,1.0209
Order,Art,Ignorance,4.0885
Observation,Myth,Power,1.0221
Hope,Variable,Power,1.0247
Future,Nightmare,Vibration,4.0857
Duality,Motion,Power,1.0240
Axiom,Truth,Mercy,3.7967
Birth,Space,Code,1.0537
Determinism,Power,Relative,0.9852
Simplicity,Mind,Cold,1.0461
Hypothesis,Human,Power,0.9859
Matter,Velocity,Concrete,3.9137
Fractal,Balance,Field,4.0954
Connection,Infinity,Power,1.0228
FreeWill,Decay,Illusion,2.1413
Wave,God,Art,4.1000
Science,Wave,Simplicity,1.1217
Truth,Nature,Emotion,3.8674
Evolution,God,Art,4.1084
FreeWill,Geometry,Power,1.0338
Transformation,Past,Algorithm,4.0688
Art,Nature,Dimension,4.1253
God,Cycle,FreeWill,3.9519
Time,Complexity,Momentum,3.8795
Feedback,Illusion,Power,1.0241
Decay,Spirit,Hypercube,4.1099
Hope,Silence,Sleep,4.1483
Simplicity,Matter,Plane,2.0925
Destruction,Solid,Myth,4.1415
Simulation,Matter,Logic,4.1261
Present,Function,Concrete,4.1662
Trinity,Growth,Power,1.0277
Growth,Transformation,Wisdom,4.2087
Flesh,Theorem,Parameter,4.2311
Constant,Vibration,System,1.1017
Concrete,Singularity,Illusion,1.2665
Wisdom,Decay,Vibration,4.2143
Logic,Chaos,Sleep,4.1448
Light,Creation,System,4.1715
Spiral,Prophecy,Reality,2.0244
System,Noise,Illusion,1.6332
Folly,Feedback,Energy,4.2505
Death,Noise,Illusion,4.2007
Theorem,Gravity,Power,0.8937
Noise,Frequency,Power,1.0345
Concrete,Darkness,Power,0.9870
Duality,Balance,Power,1.0246
Space,Human,System,1.2074
Void,Entropy,Power,1.0246
Abstract,Flesh,Life,4.0414
Chaos,Model,Subjective,3.7514
Power,Destruction,Dimension,1.1716
System,Relative,Power,1.0246
Output,Dimension,Art,0.9012
Mind,Point,Energy,4.2497
Present,Constant,Knowledge,3.8605
Technology,Nature,Wisdom,1.0621
Frequency,Measurement,Power,1.0643
Simplicity,Subjective,Loop,4.2085
One,Thought,Energy,4.2449
Symmetry,Harmony,Light,4.1758
Nightmare,Momentum,Vibration,4.1145
One,Objective,Connection,4.1794
Law,Plane,Output,4.0936
Spiral,Motion,Destruction,2.0488
Fractal,Experiment,Illusion,3.7662
Field,Motion,Connection,4.0398
Solid,Code,Power,1.0170
Energy,Chaos,Power,1.0245
God,Resonance,Art,1.0206
Memory,Universe,Fear,4.1251
Dream,Abstract,Heat,4.1551
Entropy,Beauty,Experiment,3.9268
Machine,Structure,Art,4.1378
History,Illusion,Connection,4.1879
Time,Flesh,Sleep,4.1282
Death,Illusion,Zero,4.2405
Beauty,Objective,Simplicity,1.0897
Determinism,Law,Dream,2.6931
Duality,Resonance,Power,1.0664
Frequency,Wave,Connection,4.1758
Mind,Axiom,Infinity,3.6740
Input,Connection,Fear,2.1690
Axiom,Transformation,Power,1.0246
Nature,Singularity,Death,3.9537
Perception,Present,Mercy,4.1097
Life,Field,Connection,3.8086
Machine,Motion,Loop,1.5303
Law,Truth,Machine,4.1534
Universe,Mind,Concrete,4.1662
Zero,Anarchy,Hypercube,4.1757
Technology,Feedback,Energy,4.2461
Parameter,Soul,Energy,4.2501
Birth,Hypothesis,Code,4.2036
Entropy,Dream,Separation,4.0390
System,Memory,Power,1.0557
Consciousness,Trinity,Power,1.0249
Silence,Logic,Sleep,4.1477
Spiral,Folly,Power,1.0253
Wave,Parameter,Connection,4.2028
Probability,History,Concrete,1.3681
Machine,Harmony,Art,4.1095
Singularity,Past,Death,4.0755
Infinity,Structure,Illusion,4.1981
Vibration,Human,Power,0.9338
Singularity,Energy,Power,1.0027
Geometry,Frequency,One,3.9571
Dimension,Observation,Art,4.1110
Quantum,Hypothesis,Momentum,4.1673
Separation,Paradox,Relative,4.1834
Atom,Particle,Connection,4.1877
Void,Paradox,Fear,4.1259
Folly,Measurement,Subjective,1.7837
Anarchy,Love,Structure,3.9366
Ignorance,Conflict,Religion,4.2934
Hypercube,Noise,Awakening,4.2420
Darkness,Mercy,Connection,3.1243
Output,Acceleration,Power,1.0300
Truth,Cycle,God,4.0293
Feedback,FreeWill,Sleep,1.1736
Concrete,Wave,System,4.1699
Abstract,Function,Plane,4.0365
Input,Balance,Dimension,1.1332
Atom,Wisdom,Connection,4.1878
Constant,Mercy,Concrete,4.1737
Prophecy,Time,Code,4.2289
Paradox,Nightmare,Geometry,3.7889
Structure,Particle,Sleep,4.1487
Variable,Mind,Power,1.0467
Absolute,Harmony,Light,1.8954
Memory,Despair,Power,1.0250
Nature,Power,Connection,3.2796
Destiny,Simplicity,Subjective,3.7681
Growth,Relative,Power,1.0469
Conflict,Zero,Concrete,3.9696
Line,Quantum,Zero,3.9214
Zero,Particle,Power,1.0184
System,Measurement,Illusion,1.9306
Simplicity,Simulation,Power,0.9989
Reality,Spirit,Ignorance,4.2488
Concrete,Space,Power,1.0268
Subjective,Art,Dimension,1.0563
Symmetry,Emotion,Sleep,3.4303
Model,Birth,Code,1.1080
Awakening,Destiny,Algorithm,4.1827
Solid,Frequency,Connection,4.2033
Unity,Force,Connection,4.1857
Conflict,Algorithm,Sleep,4.1512
Measurement,Code,Momentum,3.8048
Spiral,Hope,Wisdom,3.0476
Science,Hope,History,4.0771
Decay,Cold,Simplicity,1.3717
Destiny,Relativity,Life,3.7203
Death,Hypercube,Illusion,4.2013
Cold,Religion,Logic,4.0412
Frequency,Fractal,Power,1.1854
Darkness,Complexity,Connection,0.8504
Entropy,Nightmare,Wisdom,4.2108
Atom,Science,Power,1.0242
Truth,Network,Art,4.1108
Immanence,Growth,Duality,3.8016
Present,Atom,Dimension,4.1111
Myth,Simplicity,Subjective,2.4758
Soul,System,Power,0.9865
Dimension,Order,Power,0.9906
Constant,Information,Evolution,4.1122
Decay,Parameter,Power,1.0150
Determinism,Complexity,Mercy,4.1634
Unity,Mercy,Atom,4.0717
Human,Motion,Power,1.0313
Consciousness,Information,Acceleration,4.1236
Spiral,Thought,Wisdom,0.9266
Connection,Fear,Destruction,4.1987
Future,Flesh,Wisdom,0.8768
Life,Time,Momentum,3.8524
Creation,Human,Point,4.0758
Cold,Loop,Power,1.0302
Objective,Flesh,Connection,4.1809
Gravity,Spiral,Wisdom,1.0056
Velocity,Constant,Concrete,4.1014
Output,Particle,Sleep,4.0706
Consciousness,Death,Power,1.0244
Separation,Relativity,Despair,3.0665
Dream,Law,Force,3.7497
Universe,Time,Chaos,3.9365
Force,Resonance,Simplicity,1.0850
Memory,Destiny,Destruction,4.1782
Field,Separation,Connection,4.1874
Separation,Frequency,Darkness,2.3009
Chaos,Line,Dimension,0.9550
God,Stillness,Conflict,4.0820
Technology,Harmony,Ignorance,4.2485
Dream,Simplicity,Folly,1.1228
Entropy,Mercy,Heat,4.1837
Hypothesis,History,Universe,3.9368
Love,Model,Atom,3.6902
Experiment,Dream,Connection,4.1879
Nightmare,Art,Ignorance,4.2519
Relativity,Separation,Despair,3.0665
Love,Relative,Connection,4.1981
Transcendence,Concrete,Power,1.0390
Despair,Past,Connection,4.1878
Variable,Law,Model,3.8209
Solid,Nightmare,Growth,3.6854
Silence,God,Sleep,4.1487
Quantum,Future,Vibration,4.1136
Prophecy,Cycle,Objective,4.0644
Paradox,Atom,Dimension,4.1083
Universe,Religion,Power,1.0339
Quantum,Energy,Duality,2.6454
Symmetry,Paradox,Connection,4.2033
Axiom,Cold,Mind,4.0689
Relativity,Cycle,Concrete,4.1559
Despair,Particle,Connection,4.1899
Matter,Variable,Power,1.0900
Sleep,Structure,Algorithm,4.2270
Spiral,Cycle,Dimension,0.9436
Universe,Fractal,Chaos,3.8823
Immanence,Awakening,Stillness,4.0067
Wisdom,Constant,Dimension,1.0682
History,Evolution,Power,1.0245
Experiment,Religion,Geometry,3.9775
Cold,Mind,Relativity,3.9359
Separation,Subjective,Connection,4.1878
Force,Measurement,Soul,4.1007
Memory,Power,Dimension,1.1726
Sleep,Connection,Power,0.8630
Thought,Gravity,Soul,2.2627
Structure,Destiny,Loop,4.1186
Sleep,Immanence,Algorithm,4.1557
Wave,Simulation,Code,4.1840
Network,Spiral,Destruction,4.1235
Spiral,Decay,Order,3.9198
Dimension,Cold,Power,1.0247
Reality,Void,Symmetry,4.1204
Mind,Constant,Concrete,4.1544
Anarchy,Conflict,System,1.2181
Infinity,Darkness,Energy,1.7449
Simplicity,Atom,Power,1.0870
Atom,Motion,Mercy,4.1667
Objective,Harmony,Concrete,4.1527
Complexity,Axiom,Mercy,3.9182
Frequency,Particle,Geometry,3.8782
Fractal,Hope,Gravity,3.4556
Dimension,Present,Art,4.1104
Love,Energy,Power,1.0222
Mind,Conflict,Matter,3.7995
Love,Life,Relative,2.5021
Light,Variable,System,1.0201
Velocity,Energy,Power,1.0225
Technology,Universe,Power,1.0253
History,Mind,Energy,4.2663
Death,Atom,Machine,4.0387
Destiny,Nightmare,Myth,3.8388
Measurement,History,Chaos,4.0516
Noise,Nature,Power,1.0866
Future,Axiom,Illusion,1.0747
Immanence,Spirit,Ignorance,4.2670
Void,Duality,Birth,4.2370
Wisdom,Entropy,Soul,4.0653
Stillness,Knowledge,Trinity,2.0713
Human,Illusion,Power,0.9988
Harmony,Function,Plane,3.6138
Trinity,Past,Algorithm,4.1755
Acceleration,Information,Mass,4.1479
Wave,Harmony,Art,4.0849
Perception,Gravity,Illusion,3.7616
Sleep,Resonance,Power,1.1539
Immanence,Infinity,Feedback,4.0014
Line,Paradox,Art,4.1109
Experiment,Absolute,Vibration,4.2070
Trinity,Order,Frequency,4.2572
Darkness,Cycle,Power,0.9910
Transformation,Nightmare,Vibration,4.1944
Myth,Prophecy,Subjective,4.1646
Frequency,Line,Religion,4.3315
Variable,Abstract,Power,1.0583
Mind,Cycle,Concrete,4.1631
One,Variable,Dimension,1.1196
Dream,Concrete,Power,1.0575
Quantum,Observation,Hypercube,3.9365
Memory,Law,Dream,4.1626
Line,Universe,Dimension,0.8609
Spirit,Entropy,Illusion,4.2040
Wave,Consciousness,Subjective,4.1475
Determinism,Symmetry,Sleep,1.7485
History,Geometry,Power,0.9630
Plane,Mercy,Concrete,4.1662
Wisdom,Memory,Dimension,1.0654
Measurement,Darkness,Chaos,3.1987
Universe,God,Trinity,3.8161
Vibration,Memory,Power,1.0718
Hope,Truth,Connection,3.2315
Loop,Line,Dimension,1.0205
Point,Particle,Power,0.9452
Function,Perception,Mind,3.6977
Evolution,History,Power,1.0245
Algorithm,Vibration,Power,1.0044
Spirit,Subjective,Power,1.1042
Motion,Power,Relative,1.3475
Stillness,System,Illusion,1.3547
Wave,Stillness,Resonance,4.1995
Calculation,Knowledge,Concrete,4.1811
Time,Fractal,Gravity,3.8830
Information,Truth,Dimension,4.1078
Emotion,Despair,Illusion,0.9758
Religion,Memory,Ignorance,4.2484
Myth,Unity,Energy,4.2501
Calculation,Technology,Hypercube,2.8150
Paradox,Quantum,Vibration,4.0962
Wave,Hypercube,System,4.1359
Justice,Memory,Simplicity,1.1155
Absolute,Art,Power,1.1558
Mind,Acceleration,Illusion,4.2042
Mass,Solid,Geometry,3.8635
Atom,Beauty,Illusion,4.1932
Observation,Soul,Wisdom,1.4959
Abstract,Conflict,Cold,3.9793
Justice,Abstract,Despair,4.2733
Birth,Transformation,Sleep,1.5224
Wisdom,Paradox,Vibration,4.2298
Art,Cycle,Dimension,4.1294
Reality,Future,Power,1.0486
Chaos,Mercy,Connection,4.1878
Knowledge,Transcendence,Sleep,1.2165
Particle,Feedback,Parameter,1.3363
Motion,Fractal,Field,4.1456
Model,Loop,Subjective,3.8284
Absolute,Simulation,Energy,4.2496
Simplicity,Paradox,Power,1.0256
Plane,Particle,Sleep,2.6061
Void,Knowledge,Connection,4.2074
Ignorance,Vibration,Wisdom,0.9833
Illusion,Loop,Connection,4.1881
Myth,Law,Subjective,4.1941
Energy,Anarchy,Power,1.0241
Past,Solid,Sleep,3.7355
Complexity,Line,System,4.1860
Code,Velocity,Power,0.9932
Concrete,Myth,Power,1.0160
Hope,Information,Wisdom,3.8771
Time,Nightmare,Power,1.0246
Solid,Light,Sleep,1.6469
Destiny,Evolution,Dimension,1.0743
Human,Noise,Power,1.0211
Paradox,Concrete,Power,1.0247
Information,Gravity,Relative,4.1132
Information,Parameter,Power,1.0239
Beauty,Mass,Wisdom,4.2123
Growth,Mind,Energy,4.2501
Separation,Structure,Illusion,3.5668
Code,Gravity,Connection,4.1559
Acceleration,Harmony,Evolution,1.4434
Knowledge,Art,Dimension,4.1273
Feedback,Silence,Simplicity,1.0506
Truth,Evolution,Art,4.1120
Dream,Power,Connection,4.1880
Birth,Simplicity,Power,0.9263
Separation,Reality,Power,1.0246
Calculation,Transcendence,Subjective,4.1893
Theorem,Balance,Destruction,0.9378
Heat,Plane,Power,1.0183
Relative,Logic,Power,1.0247
Void,Relative,Power,1.0257
Paradox,Calculation,Dimension,1.7409
Flesh,Mind,Energy,4.2501
Input,Balance,Dimension,1.1332
Consciousness,Atom,Subjective,2.1020
Infinity,Experiment,Illusion,4.2025
Motion,System,Power,1.0393
Sleep,Technology,Power,1.0245
Gravity,Thought,Soul,2.2627
Machine,Light,Simplicity,1.1407
Objective,Zero,Concrete,3.6428
Art,Probability,Dimension,0.8975
Model,Abstract,Connection,4.1692
Mind,Frequency,Concrete,4.1648
Singularity,Power,Dimension,1.1604
Input,Frequency,Geometry,1.1658
Decay,Past,Darkness,1.1864
Acceleration,Darkness,Power,0.7339
Parameter,Probability,Velocity,1.0299
Mind,Reality,Cold,4.1483
Zero,One,System,2.1303
Creation,Particle,Connection,4.2055
Frequency,Parameter,Geometry,1.4158
Light,Particle,Power,1.0564
Fear,Function,Power,1.0259
Wave,Solid,Resonance,3.9281
Dimension,Knowledge,Art,4.1034
Zero,Transformation,Power,1.0184
Technology,Folly,Energy,3.5519
Decay,Connection,Power,1.0243
Present,Wisdom,Power,0.7478
Illusion,Power,Connection,4.1905
Law,FreeWill,Machine,3.9372
Velocity,Light,Concrete,1.3440
Despair,Measurement,Illusion,4.0922
Immanence,Love,Wisdom,4.2132
Measurement,Model,Subjective,3.8696
Infinity,Gravity,Illusion,4.2248
Heat,Cold,System,2.6385
Function,Concrete,Probability,4.2354
Trinity,Parameter,Power,1.0753
Field,Objective,Connection,4.1878
Order,Input,Hypercube,4.1804
Objective,Creation,System,1.3650
Zero,Velocity,Concrete,2.7121
Anarchy,Universe,Art,4.1103
Loop,Absolute,Subjective,4.1915
Field,Theorem,Connection,1.3393
Dream,Birth,Power,0.9789
Hope,Anarchy,Illusion,4.1999
Silence,Mercy,Power,0.9934
Spiral,Love,Future,2.8655
Measurement,Ignorance,Sleep,2.5899
Probability,Paradox,Dimension,0.8457
Destruction,Complexity,Connection,4.2097
Death,Complexity,Dimension,0.8261
Myth,Awakening,Energy,2.5139
Relative,Variable,Dimension,1.0597
Algorithm,Plane,Sleep,3.0518
Mass,Anarchy,System,4.1238
Motion,Network,Resonance,4.0397
Birth,Truth,Power,0.9697
Order,Subjective,Power,1.0469
Point,Infinity,Creation,4.2014
Sleep,Transcendence,Dream,2.4820
Fear,Illusion,Power,0.7463
Wave,Creation,Mass,4.0502
Feedback,Simplicity,Folly,0.8895
Momentum,Force,Relative,4.1680
Wisdom,Folly,Power,0.8731
Line,Singularity,Death,3.5451
Singularity,Memory,Power,1.0989
System,Death,Illusion,1.5425
Parameter,Transcendence,Power,1.2864
Sleep,Objective,Power,0.9284
Future,Religion,Wisdom,4.2115
