Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Soul,Beauty,Power,1.5116
Order,Matter,Power,4.3348
Noise,Entropy,Death,2.6702
Matter,Power,Geometry,1.5908
Life,Truth,Power,1.1495
Beauty,Matter,Chaos,2.6797
Entropy,Soul,Truth,3.3272
Entropy,Void,Power,1.0247
Power,Matter,Geometry,1.5908
Light,Space,Power,1.0853
Chaos,Order,Power,1.0512
Noise,Light,Power,0.7088
Chaos,Light,Power,1.0247
Beauty,Truth,Power,1.1380
Void,Life,Entropy,4.0047
Geometry,Entropy,Light,1.7234
Fractal,Death,Beauty,3.5782
Void,Logic,Death,4.1526
Logic,Silence,Chaos,2.5902
Space,Energy,Power,1.0709
Entropy,Soul,Truth,3.3272
Beauty,Entropy,Noise,2.0962
Space,Beauty,Power,1.0820
Death,Void,Silence,1.8691
Time,Geometry,Power,1.3173
Matter,Fractal,Death,3.1484
Power,Matter,Geometry,1.5908
Logic,Fractal,Death,3.9505
Death,Truth,Entropy,4.3976
Energy,Life,Truth,4.0831
Fractal,Gravity,Time,3.7406
Logic,Darkness,Power,1.5036
Logic,Order,Power,3.0240
Energy,Geometry,Power,1.1608
Noise,Void,Power,0.9708
Mind,Energy,Truth,4.1981
Logic,Soul,Truth,4.3758
Death,Light,Power,1.0841
Beauty,Geometry,Power,1.3933
Space,Matter,Power,1.1011
Time,Mind,Noise,2.0089
Energy,Logic,Truth,3.8355
Geometry,Silence,Noise,1.5584
Darkness,Soul,Power,1.1775
Geometry,Beauty,Power,1.3933
Void,Power,Geometry,1.6482
Beauty,Soul,Power,1.5116
Logic,Fractal,Death,3.9505
Time,Chaos,Gravity,4.1501
Time,Matter,Silence,1.3840
Death,Truth,Entropy,4.3976
Death,Light,Power,1.0841
Space,Silence,Power,1.0063
Death,Beauty,Gravity,2.5503
Space,Chaos,Power,0.7193
Logic,Death,Silence,2.0096
Beauty,Entropy,Noise,2.0962
Entropy,Logic,Power,1.0247
Time,Gravity,Fractal,3.7357
Chaos,Noise,Silence,3.1409
Entropy,Fractal,Gravity,3.3061
Geometry,Life,Noise,2.4273
Geometry,Entropy,Light,1.7234
Entropy,Darkness,Power,0.7358
Chaos,Life,Power,0.7531
Truth,Matter,Power,1.2191
Darkness,Fractal,Power,1.1389
Gravity,Energy,Power,1.3365
Order,Gravity,Noise,1.5942
Gravity,Entropy,Time,4.2145
Energy,Entropy,Power,1.0467
Fractal,Death,Beauty,3.5782
Entropy,Chaos,Power,1.9651
Geometry,Space,Power,1.0623
Order,Light,Chaos,4.1423
Darkness,Beauty,Power,1.0649
Logic,Light,Power,3.1205
Power,Logic,Geometry,1.5978
Fractal,Chaos,Gravity,3.9789
Light,Mind,Power,1.2578
Noise,Geometry,Power,1.0246
Order,Geometry,Noise,1.6323
Noise,Gravity,Death,2.7163
Void,Light,Power,0.9016
Entropy,Chaos,Power,1.9651
Mind,Fractal,Death,3.9623
Light,Order,Chaos,4.1423
Chaos,Darkness,Power,0.8423
Truth,Gravity,Power,1.3611
Void,Logic,Death,4.1526
Matter,Chaos,Silence,1.3590
Void,Matter,Time,4.2608
Noise,Soul,Power,1.3820
Power,Mind,Geometry,1.6173
Death,Darkness,Silence,1.2488
Silence,Order,Power,1.0099
Void,Power,Geometry,1.6482
Order,Soul,Light,1.7689
Light,Entropy,Power,1.0597
Mind,Chaos,Power,1.0267
Time,Fractal,Gravity,3.7435
Order,Time,Noise,1.4427
Power,Darkness,Space,1.4405
Order,Void,Chaos,2.6251
Geometry,Light,Power,1.0509
Entropy,Matter,Power,1.0246
Soul,Void,Truth,4.3699
Soul,Logic,Truth,4.3758
Life,Space,Power,0.9829
Soul,Matter,Truth,4.3716
Power,Truth,Space,1.3902
Noise,Light,Power,0.7088
Beauty,Matter,Chaos,2.6797
Time,Void,Chaos,2.2649
Void,Power,Geometry,1.6482
Time,Darkness,Power,1.1298
Space,Entropy,Power,0.9201
Darkness,Void,Noise,1.3777
Death,Light,Power,1.0841
Silence,Time,Chaos,4.3078
Chaos,Gravity,Fractal,4.0090
Energy,Void,Entropy,3.9529
Light,Time,Power,1.0485
Logic,Silence,Chaos,2.5902
Silence,Matter,Power,1.4272
Mind,Beauty,Death,2.1388
Life,Energy,Truth,4.0831
Noise,Logic,Power,0.8736
Power,Time,Space,1.3780
Void,Time,Chaos,2.2649
Void,Darkness,Noise,1.3777
Space,Time,Power,0.7401
Fractal,Soul,Truth,4.0839
Noise,Logic,Power,0.8736
Logic,Gravity,Death,2.9788
Light,Void,Power,0.9016
Energy,Life,Truth,4.0831
Silence,Geometry,Noise,1.5584
Logic,Light,Power,3.1205
Gravity,Power,Soul,1.8128
Void,Fractal,Death,4.0722
Time,Void,Chaos,2.2649
Space,Logic,Power,1.1225
Soul,Light,Power,1.0254
Life,Fractal,Truth,3.9896
Energy,Life,Truth,4.0831
Time,Power,Space,1.3780
Entropy,Gravity,Time,4.2145
Truth,Power,Space,1.3902
Energy,Light,Power,0.7707
Soul,Truth,Power,1.1040
Geometry,Gravity,Power,1.2557
Matter,Soul,Truth,4.3716
Geometry,Order,Noise,1.6323
Power,Truth,Space,1.3902
Time,Void,Chaos,2.2649
Death,Silence,Chaos,3.1617
Soul,Energy,Truth,3.2747
Gravity,Geometry,Power,1.2557
Order,Silence,Power,1.0099
Mind,Power,Geometry,1.6173
Space,Light,Power,1.0853
Silence,Soul,Power,1.2595
Time,Order,Noise,1.4427
Silence,Logic,Chaos,2.5902
Logic,Death,Silence,2.0096
Truth,Silence,Power,1.0216
Darkness,Order,Noise,1.5727
Life,Mind,Truth,4.3713
Energy,Beauty,Power,0.9117
Space,Geometry,Power,1.0623
Energy,Truth,Power,1.2269
Light,Life,Power,1.0357
Truth,Fractal,Power,1.0759
Geometry,Order,Noise,1.6323
Soul,Life,Truth,4.1859
Darkness,Energy,Power,1.3198
Life,Truth,Power,1.1495
Logic,Power,Geometry,1.5978
Geometry,Space,Power,1.0623
Chaos,Energy,Power,1.0250
Gravity,Truth,Power,1.3611
Energy,Beauty,Power,0.9117
Geometry,Death,Silence,1.4695
Order,Darkness,Noise,1.5727
Light,Fractal,Power,1.0272
Space,Light,Power,1.0853
Void,Chaos,Silence,1.9427
Truth,Geometry,Noise,1.4314
Power,Light,Energy,1.3939
Light,Order,Chaos,4.1423
Power,Gravity,Soul,1.8128
Power,Space,Darkness,1.4353
Life,Fractal,Truth,3.9896
Order,Power,Energy,1.4731
Entropy,Time,Death,4.0825
Fractal,Logic,Death,3.9505
Silence,Logic,Chaos,2.5902
Energy,Entropy,Power,1.0467
Chaos,Fractal,Gravity,3.9789
Darkness,Gravity,Power,0.9610
Energy,Logic,Truth,3.8355
Void,Truth,Noise,1.7162
Matter,Logic,Time,4.0450
Matter,Mind,Truth,4.0707
Chaos,Power,Space,1.4065
Space,Life,Power,0.9829
Space,Fractal,Power,0.7837
Light,Beauty,Power,2.6510
Geometry,Beauty,Power,1.3933
Matter,Darkness,Power,1.3994
Gravity,Light,Power,1.0245
Truth,Death,Entropy,4.3976
Time,Darkness,Power,1.1298
Mind,Order,Power,0.9403
Light,Gravity,Power,1.0245
Darkness,Matter,Power,1.3994
Gravity,Beauty,Death,3.5245
Fractal,Entropy,Gravity,3.3061
Chaos,Darkness,Power,0.8423
Space,Darkness,Power,0.9519
Order,Geometry,Noise,1.6323
Darkness,Life,Power,1.5189
Truth,Power,Space,1.3902
Time,Life,Power,0.9508
Soul,Mind,Truth,4.3714
Fractal,Logic,Death,3.9505
Mind,Logic,Truth,4.2502
Death,Noise,Beauty,2.4102
Entropy,Geometry,Light,1.7234
Death,Time,Beauty,4.2028
Matter,Entropy,Power,1.0246
Chaos,Power,Space,1.4065
Soul,Power,Chaos,1.6612
Beauty,Geometry,Power,1.3933
Space,Silence,Power,1.0063
Death,Logic,Silence,2.0096
Beauty,Darkness,Power,1.0649
Void,Time,Chaos,2.2649
Darkness,Power,Space,1.4405
Geometry,Logic,Power,1.0082
Space,Chaos,Power,0.7193
Entropy,Logic,Power,1.0247
Void,Chaos,Silence,1.9427
Light,Silence,Power,1.0243
Life,Death,Power,1.3842
Power,Life,Chaos,1.5787
Logic,Gravity,Death,2.9788
Light,Chaos,Power,1.0247
Space,Geometry,Power,1.0623
Geometry,Gravity,Power,1.2557
Beauty,Light,Power,2.6510
Chaos,Noise,Silence,3.1409
Time,Life,Power,0.9508
Chaos,Gravity,Fractal,4.0090
Geometry,Soul,Power,1.4558
Silence,Life,Noise,1.5748
Gravity,Death,Beauty,3.9932
Power,Logic,Geometry,1.5978
Fractal,Logic,Death,3.9505
Geometry,Darkness,Noise,1.3489
Order,Geometry,Noise,1.6323
Darkness,Order,Noise,1.5727
Space,Light,Power,1.0853
Entropy,Darkness,Power,0.7358
Darkness,Mind,Power,1.5329
Logic,Time,Silence,2.9283
Beauty,Geometry,Power,1.3933
Soul,Entropy,Truth,3.3272
Light,Silence,Power,1.0243
Noise,Darkness,Power,1.0237
Mind,Order,Power,0.9403
Life,Order,Noise,1.0042
Gravity,Light,Power,1.0245
Time,Void,Chaos,2.2649
Entropy,Death,Time,4.1228
Fractal,Life,Truth,3.9896
Chaos,Silence,Beauty,4.2702
Geometry,Logic,Power,1.0082
Chaos,Entropy,Power,1.9651
Light,Time,Power,1.0485
Beauty,Order,Power,2.9475
Gravity,Light,Power,1.0245
Mind,Death,Noise,2.4772
Noise,Gravity,Death,2.7163
Time,Silence,Chaos,4.3078
Mind,Matter,Truth,4.0707
Gravity,Order,Noise,1.5942
Matter,Death,Power,1.3059
Power,Noise,Energy,1.3907
Beauty,Noise,Death,2.0715
Power,Truth,Space,1.3902
Noise,Geometry,Power,1.0246
Mind,Light,Power,1.2578
Light,Entropy,Power,1.0597
Soul,Noise,Power,1.3820
Silence,Time,Chaos,4.3078
Soul,Time,Power,2.5748
Darkness,Void,Noise,1.3777
Power,Space,Darkness,1.4353
Life,Energy,Truth,4.0831
Death,Chaos,Silence,3.1158
Entropy,Truth,Death,4.3601
Geometry,Light,Power,1.0509
Geometry,Matter,Power,1.0253
Entropy,Silence,Power,1.0313
Logic,Power,Geometry,1.5978
Chaos,Time,Gravity,4.1501
Chaos,Void,Silence,1.9427
Soul,Mind,Truth,4.3714
Soul,Energy,Truth,3.2747
Fractal,Logic,Death,3.9505
Noise,Truth,Power,1.0711
Logic,Life,Truth,4.3725
Entropy,Silence,Power,1.0313
Silence,Soul,Power,1.2595
Energy,Death,Power,1.2735
Noise,Darkness,Power,1.0237
Fractal,Mind,Death,3.9623
Void,Fractal,Death,4.0722
Mind,Noise,Death,2.7087
Matter,Truth,Power,1.2191
Energy,Logic,Truth,3.8355
Space,Noise,Power,1.0252
Time,Matter,Silence,1.3840
Darkness,Entropy,Power,0.7358
Silence,Light,Power,1.0243
Energy,Truth,Power,1.2269
Order,Geometry,Noise,1.6323
Mind,Silence,Power,1.0384
Energy,Entropy,Power,1.0467
Life,Logic,Truth,4.3725
Beauty,Chaos,Silence,2.6342
Power,Darkness,Space,1.4405
Void,Geometry,Noise,2.4969
Void,Light,Power,0.9016
Order,Darkness,Noise,1.5727
Fractal,Space,Power,0.7837
Time,Chaos,Gravity,4.1501
Order,Time,Noise,1.4427
Light,Order,Chaos,4.1423
Entropy,Silence,Power,1.0313
Beauty,Light,Power,2.6510
Light,Soul,Power,1.0254
Power,Time,Space,1.3780
Mind,Time,Noise,2.0089
Noise,Geometry,Power,1.0246
Logic,Gravity,Death,2.9788
Matter,Truth,Power,1.2191
Time,Noise,Death,1.9642
Fractal,Soul,Truth,4.0839
Power,Fractal,Chaos,1.5892
Geometry,Light,Power,1.0509
Life,Time,Power,0.9508
Matter,Truth,Power,1.2191
Light,Darkness,Power,1.0422
Energy,Chaos,Power,1.0250
Darkness,Power,Space,1.4405
Energy,Light,Power,0.7707
Light,Fractal,Power,1.0272
Void,Light,Power,0.9016
Soul,Void,Truth,4.3699
Geometry,Life,Noise,2.4273
Void,Darkness,Noise,1.3777
Geometry,Mind,Power,1.0250
Darkness,Entropy,Power,0.7358
Life,Truth,Power,1.1495
Mind,Truth,Power,1.4494
Beauty,Death,Gravity,2.5503
Beauty,Matter,Chaos,2.6797
Entropy,Geometry,Light,1.7234
Mind,Time,Noise,2.0089
Geometry,Mind,Power,1.0250
Life,Fractal,Truth,3.9896
Logic,Matter,Time,4.0450
Silence,Energy,Power,1.0289
Fractal,Power,Chaos,1.5892
Energy,Order,Power,1.3437
Space,Geometry,Power,1.0623
Power,Life,Chaos,1.5787
Truth,Energy,Power,1.2269
Matter,Order,Power,4.3348
Darkness,Void,Noise,1.3777
Silence,Beauty,Chaos,2.7515
Logic,Order,Power,3.0240
Energy,Darkness,Power,1.3198
Gravity,Mind,Death,2.8915
Light,Beauty,Power,2.6510
Soul,Noise,Power,1.3820
Life,Logic,Truth,4.3725
Gravity,Truth,Power,1.3611
Order,Energy,Power,1.3437
Order,Silence,Power,1.0099
Power,Darkness,Space,1.4405
Life,Logic,Truth,4.3725
Life,Power,Chaos,1.5787
Mind,Light,Power,1.2578
Void,Entropy,Power,1.0247
Entropy,Noise,Death,2.6702
Soul,Silence,Power,1.2595
Power,Energy,Space,1.5816
Matter,Order,Power,4.3348
Matter,Void,Time,4.2608
Void,Fractal,Death,4.0722
Void,Gravity,Chaos,2.2528
Life,Chaos,Power,0.7531
Beauty,Time,Death,3.1961
Gravity,Light,Power,1.0245
Gravity,Noise,Death,2.7163
Beauty,Death,Gravity,2.5503
Gravity,Silence,Chaos,4.2996
Mind,Gravity,Death,2.8915
Darkness,Power,Space,1.4405
Matter,Energy,Truth,3.2528
Light,Energy,Power,0.7707
Soul,Chaos,Power,3.3116
Chaos,Beauty,Silence,2.6342
Fractal,Energy,Death,2.3485
Time,Silence,Chaos,4.3078
Space,Gravity,Power,0.8553
Order,Space,Power,1.2000
Light,Truth,Power,1.1572
Chaos,Light,Power,1.0247
Time,Gravity,Fractal,3.7357
Space,Time,Power,0.7401
Void,Darkness,Noise,1.3777
Geometry,Light,Power,1.0509
Geometry,Noise,Power,1.0246
Life,Gravity,Chaos,1.8313
Soul,Logic,Truth,4.3758
Gravity,Space,Power,0.8553
Chaos,Space,Power,0.7193
Light,Order,Chaos,4.1423
Soul,Darkness,Power,1.1775
Geometry,Power,Energy,1.4171
Void,Geometry,Noise,2.4969
Chaos,Geometry,Power,1.0226
Mind,Truth,Power,1.4494
Entropy,Beauty,Noise,2.0962
Mind,Logic,Truth,4.2502
Noise,Truth,Power,1.0711
Time,Darkness,Power,1.1298
Gravity,Darkness,Power,0.9610
Entropy,Chaos,Power,1.9651
Noise,Time,Death,1.9642
Geometry,Power,Energy,1.4171
Fractal,Energy,Death,2.3485
Time,Noise,Death,1.9642
Soul,Life,Truth,4.1859
Life,Logic,Truth,4.3725
Beauty,Noise,Death,2.0715
Void,Geometry,Noise,2.4969
Gravity,Void,Chaos,2.2528
Light,Chaos,Power,1.0247
Energy,Entropy,Power,1.0467
Life,Fractal,Truth,3.9896
Light,Space,Power,1.0853
Silence,Soul,Power,1.2595
Death,Space,Power,1.0233
Truth,Space,Power,0.8807
Void,Beauty,Chaos,1.4597
Life,Geometry,Noise,2.4273
Mind,Death,Noise,2.4772
Truth,Life,Power,1.1495
Mind,Time,Noise,2.0089
Logic,Soul,Truth,4.3758
Noise,Darkness,Power,1.0237
Entropy,Order,Light,2.1936
Death,Mind,Noise,2.4772
Life,Darkness,Power,1.5189
Energy,Space,Power,1.0709
Space,Death,Power,1.0233
Void,Gravity,Chaos,2.2528
Beauty,Space,Power,1.0820
Soul,Life,Truth,4.1859
Entropy,Power,Space,1.3973
Soul,Power,Chaos,1.6612
Life,Geometry,Noise,2.4273
Life,Void,Entropy,4.0047
Time,Silence,Chaos,4.3078
Logic,Gravity,Death,2.9788
Death,Energy,Power,1.2735
Truth,Logic,Power,1.0549
Matter,Energy,Truth,3.2528
Noise,Life,Power,1.0248
Space,Light,Power,1.0853
Space,Void,Power,1.1094
Soul,Mind,Truth,4.3714
Gravity,Space,Power,0.8553
Light,Void,Power,0.9016
Noise,Chaos,Silence,3.1409
Matter,Life,Truth,4.3647
Life,Death,Power,1.3842
Matter,Fractal,Death,3.1484
Logic,Order,Power,3.0240
Chaos,Soul,Power,3.3116
Silence,Chaos,Beauty,4.2702
Silence,Darkness,Power,1.0949
Matter,Soul,Truth,4.3716
Truth,Space,Power,0.8807
Energy,Entropy,Power,1.0467
Geometry,Void,Noise,2.4969
Silence,Life,Noise,1.5748
Silence,Order,Power,1.0099
Time,Beauty,Death,3.1961
Space,Life,Power,0.9829
Logic,Gravity,Death,2.9788
Order,Truth,Silence,2.2738
Noise,Fractal,Death,2.2315
Silence,Void,Death,2.0930
Beauty,Darkness,Power,1.0649
Void,Beauty,Chaos,1.4597
Gravity,Life,Chaos,1.8313
Space,Mind,Power,1.1365
Death,Noise,Beauty,2.4102
Truth,Gravity,Power,1.3611
Mind,Light,Power,1.2578
Death,Order,Noise,2.6193
Death,Entropy,Time,4.1228
Light,Time,Power,1.0485
Mind,Space,Power,1.1365
Order,Chaos,Power,1.0512
Entropy,Time,Death,4.0825
Gravity,Truth,Power,1.3611
Gravity,Mind,Death,2.8915
Beauty,Void,Chaos,1.4597
Fractal,Soul,Truth,4.0839
Energy,Order,Power,1.3437
Gravity,Geometry,Power,1.2557
Power,Silence,Energy,1.3954
Darkness,Fractal,Power,1.1389
Space,Time,Power,0.7401
Soul,Gravity,Chaos,4.3995
Void,Light,Power,0.9016
Silence,Energy,Power,1.0289
Death,Truth,Entropy,4.3976
Time,Noise,Death,1.9642
Matter,Death,Power,1.3059
Chaos,Order,Power,1.0512
Life,Entropy,Power,0.7669
Entropy,Void,Power,1.0247
Matter,Noise,Power,0.7258
Void,Beauty,Chaos,1.4597
Power,Logic,Geometry,1.5978
Matter,Light,Power,4.3255
Geometry,Death,Silence,1.4695
Power,Darkness,Space,1.4405
Entropy,Time,Death,4.0825
Gravity,Matter,Death,1.3929
Time,Energy,Power,1.0880
Space,Fractal,Power,0.7837
Mind,Gravity,Death,2.8915
Fractal,Space,Power,0.7837
Truth,Silence,Power,1.0216
Silence,Order,Power,1.0099
Darkness,Void,Noise,1.3777
Energy,Truth,Power,1.2269
Truth,Chaos,Power,1.1487
Mind,Gravity,Death,2.8915
Life,Chaos,Power,0.7531
Beauty,Geometry,Power,1.3933
Order,Soul,Light,1.7689
Energy,Geometry,Power,1.1608
Silence,Soul,Power,1.2595
Entropy,Life,Power,0.7669
Order,Chaos,Power,1.0512
Light,Matter,Power,4.3255
Logic,Fractal,Death,3.9505
Logic,Soul,Truth,4.3758
Matter,Logic,Time,4.0450
Death,Geometry,Silence,1.4695
Order,Space,Power,1.2000
Energy,Time,Power,1.0880
Gravity,Power,Soul,1.8128
Time,Entropy,Death,4.0825
Matter,Time,Silence,1.3840
Darkness,Power,Space,1.4405
Death,Energy,Power,1.2735
Soul,Darkness,Power,1.1775
Gravity,Darkness,Power,0.9610
Death,Space,Power,1.0233
Mind,Time,Noise,2.0089
Time,Darkness,Power,1.1298
Life,Fractal,Truth,3.9896
Logic,Gravity,Death,2.9788
Logic,Order,Power,3.0240
Light,Fractal,Power,1.0272
Chaos,Geometry,Power,1.0226
Silence,Light,Power,1.0243
Mind,Life,Truth,4.3713
Order,Space,Power,1.2000
Mind,Logic,Truth,4.2502
Time,Beauty,Death,3.1961
Power,Logic,Geometry,1.5978
Death,Geometry,Silence,1.4695
Space,Time,Power,0.7401
Beauty,Gravity,Death,3.5245
Darkness,Time,Power,1.1298
Chaos,Death,Silence,3.1158
Fractal,Life,Truth,3.9896
Entropy,Space,Power,0.9201
Mind,Light,Power,1.2578
Death,Truth,Entropy,4.3976
Gravity,Logic,Death,2.9788
Space,Chaos,Power,0.7193
Death,Fractal,Beauty,3.5782
Darkness,Chaos,Power,0.8423
Fractal,Truth,Power,1.0759
Noise,Silence,Chaos,1.9672
Life,Truth,Power,1.1495
Matter,Power,Geometry,1.5908
Entropy,Noise,Death,2.6702
Mind,Gravity,Death,2.8915
Logic,Gravity,Death,2.9788
Power,Life,Chaos,1.5787
Fractal,Space,Power,0.7837
Space,Gravity,Power,0.8553
Fractal,Mind,Death,3.9623
Logic,Chaos,Silence,2.4779
Order,Soul,Light,1.7689
Entropy,Mind,Noise,2.8055
Matter,Logic,Time,4.0450
Order,Light,Chaos,4.1423
Energy,Soul,Truth,3.2747
Silence,Beauty,Chaos,2.7515
Soul,Beauty,Power,1.5116
Geometry,Entropy,Light,1.7234
Power,Entropy,Space,1.3973
Matter,Life,Truth,4.3647
Geometry,Truth,Noise,1.4314
Death,Mind,Noise,2.4772
Space,Chaos,Power,0.7193
Space,Soul,Power,0.9293
Death,Time,Beauty,4.2028
Geometry,Order,Noise,1.6323
Soul,Gravity,Chaos,4.3995
Mind,Power,Geometry,1.6173
Void,Darkness,Noise,1.3777
Chaos,Void,Silence,1.9427
Order,Space,Power,1.2000
Chaos,Beauty,Silence,2.6342
Silence,Gravity,Chaos,4.2996
Mind,Darkness,Power,1.5329
Geometry,Fractal,Power,1.1557
Fractal,Soul,Truth,4.0839
Noise,Light,Power,0.7088
Silence,Energy,Power,1.0289
Death,Energy,Power,1.2735
Power,Truth,Space,1.3902
Light,Logic,Power,3.1205
Void,Darkness,Noise,1.3777
Truth,Entropy,Death,4.3601
Darkness,Fractal,Power,1.1389
Noise,Life,Power,1.0248
Entropy,Gravity,Time,4.2145
Light,Space,Power,1.0853
Truth,Death,Entropy,4.3976
Space,Order,Power,1.2000
Truth,Order,Silence,2.2738
Noise,Space,Power,1.0252
Darkness,Noise,Power,1.0237
Logic,Noise,Power,0.8736
Truth,Order,Silence,2.2738
Silence,Space,Power,1.0063
Beauty,Darkness,Power,1.0649
Matter,Gravity,Death,1.3929
Geometry,Darkness,Noise,1.3489
Power,Order,Energy,1.4731
Death,Logic,Silence,2.0096
Soul,Beauty,Power,1.5116
Gravity,Light,Power,1.0245
Geometry,Void,Noise,2.4969
Darkness,Time,Power,1.1298
Matter,Time,Silence,1.3840
Chaos,Logic,Silence,2.4779
Life,Darkness,Power,1.5189
Power,Light,Energy,1.3939
Gravity,Soul,Chaos,4.3995
Chaos,Life,Power,0.7531
Power,Void,Geometry,1.6482
Logic,Space,Power,1.1225
Gravity,Life,Chaos,1.8313
Death,Power,Energy,1.4392
Noise,Death,Beauty,2.4102
Geometry,Truth,Noise,1.4314
Space,Light,Power,1.0853
Logic,Soul,Truth,4.3758
Soul,Matter,Truth,4.3716
Chaos,Entropy,Power,1.9651
Gravity,Death,Beauty,3.9932
Soul,Noise,Power,1.3820
Entropy,Chaos,Power,1.9651
Soul,Void,Truth,4.3699
Light,Void,Power,0.9016
Void,Chaos,Silence,1.9427
Logic,Noise,Power,0.8736
Death,Gravity,Beauty,3.9932
Darkness,Truth,Silence,1.4276
Order,Death,Noise,2.6193
Light,Beauty,Power,2.6510
Gravity,Silence,Chaos,4.2996
Order,Space,Power,1.2000
Soul,Entropy,Truth,3.3272
Entropy,Darkness,Power,0.7358
Energy,Darkness,Power,1.3198
Order,Geometry,Noise,1.6323
Entropy,Gravity,Time,4.2145
Time,Entropy,Death,4.0825
Silence,Beauty,Chaos,2.7515
Silence,Life,Noise,1.5748
Power,Logic,Geometry,1.5978
Noise,Beauty,Death,2.0715
Beauty,Light,Power,2.6510
Truth,Gravity,Power,1.3611
Silence,Soul,Power,1.2595
Death,Void,Silence,1.8691
Beauty,Chaos,Silence,2.6342
Order,Noise,Power,0.7099
Truth,Chaos,Power,1.1487
Space,Fractal,Power,0.7837
Fractal,Gravity,Time,3.7406
Soul,Geometry,Power,1.4558
Entropy,Time,Death,4.0825
Energy,Gravity,Power,1.3365
Geometry,Noise,Power,1.0246
Mind,Truth,Power,1.4494
Mind,Geometry,Power,1.0250
Order,Fractal,Noise,1.3934
Space,Energy,Power,1.0709
Silence,Light,Power,1.0243
Matter,Silence,Power,1.4272
Fractal,Truth,Power,1.0759
Space,Energy,Power,1.0709
Mind,Order,Power,0.9403
Mind,Life,Truth,4.3713
Silence,Beauty,Chaos,2.7515
Truth,Power,Space,1.3902
Silence,Mind,Power,1.0384
Void,Order,Chaos,2.6251
Gravity,Soul,Chaos,4.3995
Void,Noise,Power,0.9708
Energy,Soul,Truth,3.2747
Entropy,Soul,Truth,3.3272
Life,Soul,Truth,4.1859
Fractal,Geometry,Power,1.1557
Silence,Noise,Chaos,1.9672
Entropy,Fractal,Gravity,3.3061
Soul,Death,Power,0.9767
Geometry,Logic,Power,1.0082
Silence,Void,Death,2.0930
Mind,Void,Truth,4.3523
Chaos,Void,Silence,1.9427
Truth,Power,Space,1.3902
Life,Chaos,Power,0.7531
Matter,Noise,Power,0.7258
Matter,Logic,Time,4.0450
Time,Mind,Noise,2.0089
Chaos,Time,Gravity,4.1501
Soul,Beauty,Power,1.5116
Beauty,Chaos,Silence,2.6342
Matter,Time,Silence,1.3840
Life,Soul,Truth,4.1859
Beauty,Darkness,Power,1.0649
Silence,Entropy,Power,1.0313
Fractal,Logic,Death,3.9505
Death,Fractal,Beauty,3.5782
Energy,Beauty,Power,0.9117
Logic,Entropy,Power,1.0247
Silence,Fractal,Chaos,4.1523
Life,Entropy,Power,0.7669
Logic,Beauty,Chaos,1.9535
Light,Space,Power,1.0853
Noise,Order,Power,0.7099
Fractal,Void,Death,4.0722
Power,Energy,Space,1.5816
Beauty,Death,Gravity,2.5503
Noise,Logic,Power,0.8736
Soul,Mind,Truth,4.3714
Matter,Beauty,Chaos,2.6797
Darkness,Void,Noise,1.3777
Death,Time,Beauty,4.2028
Void,Soul,Truth,4.3699
Silence,Mind,Power,1.0384
Matter,Mind,Truth,4.0707
Entropy,Chaos,Power,1.9651
Power,Beauty,Energy,1.3926
Time,Matter,Silence,1.3840
Gravity,Darkness,Power,0.9610
Death,Fractal,Beauty,3.5782
Space,Fractal,Power,0.7837
Matter,Void,Time,4.2608
Entropy,Time,Death,4.0825
Energy,Life,Truth,4.0831
Logic,Life,Truth,4.3725
Truth,Logic,Power,1.0549
Fractal,Chaos,Gravity,3.9789
Noise,Space,Power,1.0252
Matter,Energy,Truth,3.2528
Time,Void,Chaos,2.2649
Time,Darkness,Power,1.1298
Truth,Darkness,Silence,1.4276
Void,Life,Entropy,4.0047
Void,Entropy,Power,1.0247
Logic,Mind,Truth,4.2502
Truth,Life,Power,1.1495
Life,Order,Noise,1.0042
Time,Gravity,Fractal,3.7357
Power,Noise,Energy,1.3907
Entropy,Order,Light,2.1936
Life,Power,Chaos,1.5787
Space,Fractal,Power,0.7837
Entropy,Beauty,Noise,2.0962
Geometry,Silence,Noise,1.5584
Space,Logic,Power,1.1225
Time,Darkness,Power,1.1298
Matter,Life,Truth,4.3647
Fractal,Void,Death,4.0722
Power,Energy,Space,1.5816
Chaos,Mind,Power,1.0267
Light,Death,Power,1.0841
Light,Power,Energy,1.3939
Fractal,Silence,Chaos,4.1523
Order,Power,Energy,1.4731
Gravity,Power,Soul,1.8128
Chaos,Beauty,Silence,2.6342
Fractal,Gravity,Time,3.7406
Fractal,Time,Gravity,3.7435
Logic,Death,Silence,2.0096
Gravity,Mind,Death,2.8915
Death,Noise,Beauty,2.4102
Order,Silence,Power,1.0099
Gravity,Space,Power,0.8553
Life,Void,Entropy,4.0047
Darkness,Entropy,Power,0.7358
Beauty,Mind,Death,2.1388
Fractal,Silence,Chaos,4.1523
Gravity,Order,Noise,1.5942
Chaos,Light,Power,1.0247
Energy,Soul,Truth,3.2747
Mind,Power,Geometry,1.6173
Silence,Mind,Power,1.0384
Darkness,Logic,Power,1.5036
Life,Logic,Truth,4.3725
Matter,Silence,Power,1.4272
Mind,Silence,Power,1.0384
Soul,Void,Truth,4.3699
Life,Entropy,Power,0.7669
Space,Entropy,Power,0.9201
